stop_id,stop_name,normalized
StopArea:OCE87315044,Daours,daours
StopArea:OCE87316059,Heilly,heilly
StopArea:OCE87316067,Buire-sur-l'Ancre,buire sur l ancre
StopArea:OCE87316075,Dreuil-lès-Amiens,dreuil l s amiens
StopArea:OCE87316109,Dommartin - Remiencourt,dommartin remiencourt
StopArea:OCE87316125,Thézy-Glimont,th zy glimont
StopArea:OCE87316208,Wacquemoulin,wacquemoulin
StopArea:OCE87316398,Heilles - Mouchy,heilles mouchy
StopArea:OCE87316406,Montreuil-sur-Thérain,montreuil sur th rain
StopArea:OCE87316604,Aubin-Saint-Vaast,aubin saint vaast
StopArea:OCE87316679,Pihen,pihen
StopArea:OCE87316687,Le Haut Banc,le haut banc
StopArea:OCE87317016,Boulogne - Tintelleries,boulogne tintelleries
StopArea:OCE87317057,Rang-du-Fliers - Verton - Berck,rang du fliers verton berck
StopArea:OCE87317065,Étaples - Le Touquet,ataples le touquet
StopArea:OCE87317081,Dannes - Camiers,dannes camiers
StopArea:OCE87317099,Neufchâtel-Hardelot,neufch tel hardelot
StopArea:OCE87317107,Hesdigneul,hesdigneul
StopArea:OCE87317115,Pont de Briques,pont de briques
StopArea:OCE87317123,Wimille - Wimereux,wimille wimereux
StopArea:OCE87317164,Montreuil sur Mer,montreuil sur mer
StopArea:OCE87317180,Brimeux,brimeux
StopArea:OCE87317198,Beaurainville,beaurainville
StopArea:OCE87317206,Maresquel,maresquel
StopArea:OCE87317222,Hesdin,hesdin
StopArea:OCE87317230,Auchy-lès-Hesdin,auchy l s hesdin
StopArea:OCE87317248,Blangy-sur-Ternoise,blangy sur ternoise
StopArea:OCE87317255,Anvin,anvin
StopArea:OCE87317263,Calais Ville,calais ville
StopArea:OCE87317305,Les Fontinettes,les fontinettes
StopArea:OCE87317321,Caffiers,caffiers
StopArea:OCE87317339,Marquise - Rinxent,marquise rinxent
StopArea:OCE87317362,Abbeville,abbeville
StopArea:OCE87317396,Noyelles-sur-Mer,noyelles sur mer
StopArea:OCE87317404,Rue,rue
StopArea:OCE87317529,Le Tréport - Mers-les-Bains,le tr port mers les bains
StopArea:OCE87317537,Eu,eu
StopArea:OCE87317586,Boulogne sur Mer,boulogne sur mer
StopArea:OCE87317610,Beau Marais,beau marais
StopArea:OCE87318964,Avignon TGV,avignon tgv
StopArea:OCE87319012,Aix-en-Provence TGV,aix en provence tgv
StopArea:OCE87319756,Viéville,vi ville
StopArea:OCE87319764,Montaulin Vallée Verte,montaulin vall e verte
StopArea:OCE87321745,Penhoët,penho t
StopArea:OCE87321992,Le Mont-Saint-Michel,le mont saint michel
StopArea:OCE87322347,Traou Nez,traou nez
StopArea:OCE87323675,Montluçon Rimard,montlu on rimard
StopArea:OCE87324095,Futuroscope,futuroscope
StopArea:OCE87324335,Hirson Écoles,hirson acoles
StopArea:OCE87326462,Roôcourt-la-Côte,ro court la c te
StopArea:OCE87328021,Les Cauquillous,les cauquillous
StopArea:OCE87328195,Thésée,th s e
StopArea:OCE87333005,Pouzauges,pouzauges
StopArea:OCE87334490,Cesson-Sévigné,cesson s vign
StopArea:OCE87334508,La Poterie,la poterie
StopArea:OCE87335521,Grenoble,grenoble
StopArea:OCE87336909,Davezieux Centre Commercial,davezieux centre commercial
StopArea:OCE87336958,Guilherand-Granges Sadi Carnot,guilherand granges sadi carnot
StopArea:OCE87336966,Saint-Georges-les-Bains Ch,saint georges les bains ch
StopArea:OCE87336974,La Voulte-sur-Rhône Mairie,la voulte sur rh ne mairie
StopArea:OCE87336982,Saint-Julien-en-Saint-Alban Centre,saint julien en saint alban centre
StopArea:OCE87336990,FLAVIAC René Cassin,flaviac ren cassin
StopArea:OCE87337006,COUX Centre,coux centre
StopArea:OCE87337014,VEYRAS Le Ruissol,veyras le ruissol
StopArea:OCE87337022,VESSEAUX Place des Commerces,vesseaux place des commerces
StopArea:OCE87337030,Saint-PRIVAT Le Gabelu,saint privat le gabelu
StopArea:OCE87337089,Aubenas Place de la Paix,aubenas place de la paix
StopArea:OCE87337097,Lavilledieu Centre,lavilledieu centre
StopArea:OCE87337378,Dives-sur-Mer Port-Guillaume,dives sur mer port guillaume
StopArea:OCE87337527,Reignac Café Brulé,reignac caf brul
StopArea:OCE87337543,Chambourg-sur-Indre Chopin,chambourg sur indre chopin
StopArea:OCE87338137,Laferté-sur-Aube,lafert sur aube
StopArea:OCE87338145,Saint-Dizier Saint-Amand,saint dizier saint amand
StopArea:OCE87338152,Gourzon,gourzon
StopArea:OCE87338160,Rachecourt-sur-Marne,rachecourt sur marne
StopArea:OCE87338178,Vecqueville,vecqueville
StopArea:OCE87338186,Rupt,rupt
StopArea:OCE87338194,Rouvroy-sur-Marne,rouvroy sur marne
StopArea:OCE87338517,Hoenheim Tram,hoenheim tram
StopArea:OCE87338525,Krimmeri Meinau,krimmeri meinau
StopArea:OCE87338590,Monte-Carlo Country Club,monte carlo country club
StopArea:OCE87338707,La Voulte-sur-Rhône Cité,la voulte sur rh ne cit
StopArea:OCE87342006,Béthune,b thune
StopArea:OCE87342014,Arras,arras
StopArea:OCE87342030,Miraumont,miraumont
StopArea:OCE87342048,Achiet,achiet
StopArea:OCE87342063,Courcelles-le-Comte,courcelles le comte
StopArea:OCE87342071,Boisleux,boisleux
StopArea:OCE87342089,Roeux,roeux
StopArea:OCE87342097,Biache-Saint-Vaast,biache saint vaast
StopArea:OCE87342105,Bully - Grenay,bully grenay
StopArea:OCE87342113,Vitry-en-Artois,vitry en artois
StopArea:OCE87342121,Mazingarbe,mazingarbe
StopArea:OCE87342139,Noeux-Les-Mines,noeux les mines
StopArea:OCE87342188,Maroeuil,maroeuil
StopArea:OCE87342204,Fouquereuil,fouquereuil
StopArea:OCE87342212,Frévin-Capelle,fr vin capelle
StopArea:OCE87342220,Chocques,chocques
StopArea:OCE87342238,Lillers,lillers
StopArea:OCE87342246,Aubigny-en-Artois,aubigny en artois
StopArea:OCE87342253,Savy-Berlette,savy berlette
StopArea:OCE87342261,Ham-en-Artois,ham en artois
StopArea:OCE87342279,Berguette - Isbergues,berguette isbergues
StopArea:OCE87342287,Thiennes,thiennes
StopArea:OCE87342295,Steenbecque,steenbecque
StopArea:OCE87342303,Tincques,tincques
StopArea:OCE87342337,Saint-Pol-sur-Ternoise,saint pol sur ternoise
StopArea:OCE87342402,Beuvry lès Béthune,beuvry l s b thune
StopArea:OCE87342410,Cuinchy,cuinchy
StopArea:OCE87342436,La Bassée,la bass e
StopArea:OCE87342451,Salomé,salom
StopArea:OCE87342469,Marquillies,marquillies
StopArea:OCE87342527,Farbus,farbus
StopArea:OCE87342535,Vis à Marles,vis marles
StopArea:OCE87342543,Calonne-Ricouart,calonne ricouart
StopArea:OCE87342550,Pernes - Camblain,pernes camblain
StopArea:OCE87342576,Vimy,vimy
StopArea:OCE87342584,Avion,avion
StopArea:OCE87342592,Bailleul-Sir-Berthoult,bailleul sir berthoult
StopArea:OCE87343004,Valenciennes,valenciennes
StopArea:OCE87343103,Saint-Amand-les-Eaux,saint amand les eaux
StopArea:OCE87343160,Beuvrages,beuvrages
StopArea:OCE87343210,Le Poirier Université,le poirier universit
StopArea:OCE87343301,Wallers,wallers
StopArea:OCE87343319,Raismes,raismes
StopArea:OCE87343400,Trith-Saint-Léger,trith saint l ger
StopArea:OCE87343418,Prouvy - Thiant,prouvy thiant
StopArea:OCE87343459,Denain,denain
StopArea:OCE87343475,Lourches,lourches
StopArea:OCE87344127,Saint-Lyé Maisons brûlées,saint ly maisons br l es
StopArea:OCE87344440,Sainte-Gemme,sainte gemme
StopArea:OCE87344598,Saint-Angel,saint angel
StopArea:OCE87345009,Douai,douai
StopArea:OCE87345025,Lens,lens
StopArea:OCE87345033,Loos-en-Gohelle,loos en gohelle
StopArea:OCE87345041,Liévin,li vin
StopArea:OCE87345108,Brebières Sud,brebi res sud
StopArea:OCE87345116,Corbehem,corbehem
StopArea:OCE87345124,Pont de Sallaumines,pont de sallaumines
StopArea:OCE87345132,Coron de Méricourt,coron de m ricourt
StopArea:OCE87345140,Billy-Montigny,billy montigny
StopArea:OCE87345157,Hénin-Beaumont,h nin beaumont
StopArea:OCE87345165,Dourges,dourges
StopArea:OCE87345207,Pont de la Deûle,pont de la de le
StopArea:OCE87345215,Sallaumines,sallaumines
StopArea:OCE87345223,Leforest,leforest
StopArea:OCE87345231,Loison-sous-Lens,loison sous lens
StopArea:OCE87345249,Ostricourt,ostricourt
StopArea:OCE87345256,Libercourt,libercourt
StopArea:OCE87345264,Pont-à-Vendin,pont vendin
StopArea:OCE87345272,Meurchin,meurchin
StopArea:OCE87345280,Bauvin - Provin,bauvin provin
StopArea:OCE87345306,Montigny-en-Ostrevent,montigny en ostrevent
StopArea:OCE87345314,Somain,somain
StopArea:OCE87345389,Bouchain,bouchain
StopArea:OCE87345397,Iwuy,iwuy
StopArea:OCE87345405,Sin-le-Noble,sin le noble
StopArea:OCE87345413,Cantin,cantin
StopArea:OCE87345421,Arleux,arleux
StopArea:OCE87345439,Brunémont,brun mont
StopArea:OCE87345447,Aubigny-au-Bac,aubigny au bac
StopArea:OCE87345496,Escaudoeuvres,escaudoeuvres
StopArea:OCE87345520,Cambrai,cambrai
StopArea:OCE87345546,Maurois,maurois
StopArea:OCE87345553,Bertry,bertry
StopArea:OCE87345561,Caudry,caudry
StopArea:OCE87345587,Cattenières,catteni res
StopArea:OCE87345595,Wambaix,wambaix
StopArea:OCE87352047,Champagnole Paul-Émile Victor,champagnole paul amile victor
StopArea:OCE87353573,Le Toec,le toec
StopArea:OCE87353581,Les Ramassiers,les ramassiers
StopArea:OCE87353599,Saint-Martin du Touch,saint martin du touch
StopArea:OCE87354589,Saint-Sébastien Pas Enchantés,saint s bastien pas enchant s
StopArea:OCE87354597,Saint-Sébastien Frêne Rond,saint s bastien fr ne rond
StopArea:OCE87361980,Rosiers-d'Égletons,rosiers d agletons
StopArea:OCE87365155,Annonay Boutique SNCF,annonay boutique sncf
StopArea:OCE87381509,Mantes-la-Jolie,mantes la jolie
StopArea:OCE87381624,Bréval,br val
StopArea:OCE87384008,Paris Saint-Lazare,paris saint lazare
StopArea:OCE87386540,Munster Badischhof,munster badischhof
StopArea:OCE87387001,Évreux Normandie,avreux normandie
StopArea:OCE87387092,Bueil,bueil
StopArea:OCE87387142,La Bonneville-sur-Iton,la bonneville sur iton
StopArea:OCE87387159,Conches,conches
StopArea:OCE87387175,Romilly-la-Puthenaye,romilly la puthenaye
StopArea:OCE87387183,Beaumont-le-Roger,beaumont le roger
StopArea:OCE87389924,Saint-Hilaire-De-Riez,saint hilaire de riez
StopArea:OCE87391003,Paris Montparnasse Hall 1 - 2,paris montparnasse hall 1 2
StopArea:OCE87391102,Paris Montparnasse Vaugirard,paris montparnasse vaugirard
StopArea:OCE87391300,Morre,morre
StopArea:OCE87392829,Saint-Martin-d'Hères,saint martin d h res
StopArea:OCE87393009,Versailles Chantiers,versailles chantiers
StopArea:OCE87393314,Rambouillet,rambouillet
StopArea:OCE87393348,Gazeran,gazeran
StopArea:OCE87393488,Dreux,dreux
StopArea:OCE87393553,Nonancourt,nonancourt
StopArea:OCE87393579,Massy-Palaiseau,massy palaiseau
StopArea:OCE87393595,Verneuil-sur-Avre,verneuil sur avre
StopArea:OCE87393702,Massy TGV,massy tgv
StopArea:OCE87393843,Saint-Quentin en Yvelines,saint quentin en yvelines
StopArea:OCE87394007,Chartres,chartres
StopArea:OCE87394015,Lucé,luc
StopArea:OCE87394114,Épernon,apernon
StopArea:OCE87394130,Maintenon,maintenon
StopArea:OCE87394148,Saint-Piat,saint piat
StopArea:OCE87394155,Jouy,jouy
StopArea:OCE87394171,La Villette Saint-Prest,la villette saint prest
StopArea:OCE87394205,Amilly - Ouerray,amilly ouerray
StopArea:OCE87394213,Saint-Aubin - Saint-Luperce,saint aubin saint luperce
StopArea:OCE87394221,Courville-sur-Eure,courville sur eure
StopArea:OCE87394247,Pontgouin,pontgouin
StopArea:OCE87394254,La Loupe,la loupe
StopArea:OCE87394270,Bretoncelles,bretoncelles
StopArea:OCE87394288,Condé-sur-Huisne,cond sur huisne
StopArea:OCE87394296,Nogent-le-Rotrou,nogent le rotrou
StopArea:OCE87394403,La Taye,la taye
StopArea:OCE87394411,Bailleau-le-pin,bailleau le pin
StopArea:OCE87394429,Magny - Blandainville,magny blandainville
StopArea:OCE87394437,Illiers-Combray,illiers combray
StopArea:OCE87394452,Brou,brou
StopArea:OCE87394486,Arrou,arrou
StopArea:OCE87394494,Courtalain - Saint-Pellerin,courtalain saint pellerin
StopArea:OCE87395657,Brassac-les-Mines Lycée Rabelais,brassac les mines lyc e rabelais
StopArea:OCE87395665,Issoire Lycée Deville,issoire lyc e deville
StopArea:OCE87395673,Issoire Lycée Murat,issoire lyc e murat
StopArea:OCE87395830,Le Breuil-sur-Couze Lycée Agricole,le breuil sur couze lyc e agricole
StopArea:OCE87395962,Sainte-Florine Lycée Claude Favard,sainte florine lyc e claude favard
StopArea:OCE87396002,Le Mans,le mans
StopArea:OCE87396028,Neuville,neuville
StopArea:OCE87396036,La Guierche,la guierche
StopArea:OCE87396044,Montbizot,montbizot
StopArea:OCE87396051,Teillé,teill
StopArea:OCE87396077,Vivoin - Beaumont,vivoin beaumont
StopArea:OCE87396093,La Hutte Coulombiers,la hutte coulombiers
StopArea:OCE87396200,Domfront,domfront
StopArea:OCE87396218,Conlie,conlie
StopArea:OCE87396234,Sillé-le-Guillaume,sill le guillaume
StopArea:OCE87396275,Champagné,champagn
StopArea:OCE87396283,Saint-Mars-la-Brière,saint mars la bri re
StopArea:OCE87396291,Montfort-le-Gesnois,montfort le gesnois
StopArea:OCE87396309,Connerré - Beillé,connerr beill
StopArea:OCE87396317,Sceaux - Boëssé,sceaux bo ss
StopArea:OCE87396325,La Ferté-Bernard,la fert bernard
StopArea:OCE87396333,Le Theil - La Rouge,le theil la rouge
StopArea:OCE87396358,Voivres,voivres
StopArea:OCE87396366,La Suze,la suze
StopArea:OCE87396374,Noyen,noyen
StopArea:OCE87396408,Sablé-sur-Sarthe,sabl sur sarthe
StopArea:OCE87396549,Arnage,arnage
StopArea:OCE87396556,Laigné - Saint-Gervais,laign saint gervais
StopArea:OCE87396564,Écommoy,acommoy
StopArea:OCE87396572,Aubigné-Racan,aubign racan
StopArea:OCE87396580,Mayet,mayet
StopArea:OCE87396598,Vaas,vaas
StopArea:OCE87396606,Château-du-Loir,ch teau du loir
StopArea:OCE87396895,Clermont la Rotonde,clermont la rotonde
StopArea:OCE87398735,Bar-sur-Aube Hôtel de Ville,bar sur aube h tel de ville
StopArea:OCE87400986,Magneux - Courlandon,magneux courlandon
StopArea:OCE87401323,Mouans-Sartoux,mouans sartoux
StopArea:OCE87402297,Colmar Mésanges,colmar m sanges
StopArea:OCE87402826,Bienville,bienville
StopArea:OCE87405571,Anzeling Carrefour,anzeling carrefour
StopArea:OCE87405712,Barisey-la-Côte Mairie,barisey la c te mairie
StopArea:OCE87405746,Neufchâteau Hôpital,neufch teau h pital
StopArea:OCE87405753,Toul Gare Routière,toul gare routi re
StopArea:OCE87405993,Mirecourt Lycée Agricole,mirecourt lyc e agricole
StopArea:OCE87406611,Longuyon Pont des Deux Eaux,longuyon pont des deux eaux
StopArea:OCE87406660,Cons-la-Grandville Haut Fourneau,cons la grandville haut fourneau
StopArea:OCE87406678,Cons-la-Grandville Lotissement,cons la grandville lotissement
StopArea:OCE87406686,Lexy Providence Usine,lexy providence usine
StopArea:OCE87406694,Lexy Rue du Square,lexy rue du square
StopArea:OCE87406702,Longuyon La Machine,longuyon la machine
StopArea:OCE87406710,Longwy Espace Bus,longwy espace bus
StopArea:OCE87406728,Bouzonville Rue d'Alzing,bouzonville rue d alzing
StopArea:OCE87406736,Creutzwald Gare Routière,creutzwald gare routi re
StopArea:OCE87406744,Distroff Église,distroff aglise
StopArea:OCE87406751,Ebersviller Centre,ebersviller centre
StopArea:OCE87406769,Falck Rue Principale,falck rue principale
StopArea:OCE87406777,Hombourg Chapelle,hombourg chapelle
StopArea:OCE87406793,Hombourg Tilleuls,hombourg tilleuls
StopArea:OCE87406801,Kédange Église,k dange aglise
StopArea:OCE87406819,Kuntzig Bibiche,kuntzig bibiche
StopArea:OCE87406827,Kuntzig Place de la Liberté,kuntzig place de la libert
StopArea:OCE87406835,Metzervisse Centre,metzervisse centre
StopArea:OCE87406843,Metzervisse Église,metzervisse aglise
StopArea:OCE87406850,Cocheren Village,cocheren village
StopArea:OCE87406868,Farébersviller Cité,far bersviller cit
StopArea:OCE87406884,Farébersviller Rue du Moulin,far bersviller rue du moulin
StopArea:OCE87406892,Farschviller Centre,farschviller centre
StopArea:OCE87406900,Sarreguemines Poste,sarreguemines poste
StopArea:OCE87406918,Mertzwiller Monuments aux Morts,mertzwiller monuments aux morts
StopArea:OCE87406926,Philippsbourg Lieschbach,philippsbourg lieschbach
StopArea:OCE87406934,Bitche Rue de la Paix,bitche rue de la paix
StopArea:OCE87406959,Enchenberg Mairie,enchenberg mairie
StopArea:OCE87406967,Rohrbach-les-Bitche Carrefour,rohrbach les bitche carrefour
StopArea:OCE87406975,Fénétrange Gendarmerie,f n trange gendarmerie
StopArea:OCE87406983,Fénétrange Le Val Fleuri,f n trange le val fleuri
StopArea:OCE87406991,Sarralbe Centre,sarralbe centre
StopArea:OCE87407015,Sarraltroff Mairie,sarraltroff mairie
StopArea:OCE87407031,Sarrebourg Méphisto,sarrebourg m phisto
StopArea:OCE87407049,Avricourt Rue Des Halles,avricourt rue des halles
StopArea:OCE87407056,Avricourt Rue de Lorraine,avricourt rue de lorraine
StopArea:OCE87407064,Igney Mairie,igney mairie
StopArea:OCE87407098,Réchicourt-le-Château Centre,r chicourt le ch teau centre
StopArea:OCE87407106,Sarrebourg Verreries,sarrebourg verreries
StopArea:OCE87407114,Bénestroff Centre,b nestroff centre
StopArea:OCE87407122,Fénétrange Carrefour des Étangs,f n trange carrefour des atangs
StopArea:OCE87407130,Gosselming Poste,gosselming poste
StopArea:OCE87407148,Mittersheim l'Escale,mittersheim l escale
StopArea:OCE87407155,Morhange Place de la République,morhange place de la r publique
StopArea:OCE87407171,Morhange Jeanne d'Arc,morhange jeanne d arc
StopArea:OCE87407189,Sarrebourg Place Mathey,sarrebourg place mathey
StopArea:OCE87407247,Budange Rue D'Aboncourt,budange rue d aboncourt
StopArea:OCE87407262,Gundershoffen au Cygne,gundershoffen au cygne
StopArea:OCE87407270,Niederbronn-les-Bains Archéologie,niederbronn les bains arch ologie
StopArea:OCE87407296,Niederbronn-les-Bains Usine,niederbronn les bains usine
StopArea:OCE87407320,Schweighouse-sur-Moder Villa,schweighouse sur moder villa
StopArea:OCE87407379,Sarrewerden Lotissement,sarrewerden lotissement
StopArea:OCE87407403,Gondrexange Centre,gondrexange centre
StopArea:OCE87407502,Arrest Usine Melius,arrest usine melius
StopArea:OCE87407692,La Chomette,la chomette
StopArea:OCE87407726,La Grave Carrefour,la grave carrefour
StopArea:OCE87407932,Lanthenas,lanthenas
StopArea:OCE87407940,Le Breuil-sur-C Salle des F.,le breuil sur c salle des f
StopArea:OCE87407981,Langeac le Treuil,langeac le treuil
StopArea:OCE87408906,Meaulne Place Centrale,meaulne place centrale
StopArea:OCE87408971,Reugny RN144,reugny rn144
StopArea:OCE87409417,Pontmort RN9-D17,pontmort rn9 d17
StopArea:OCE87409474,Paulhaguet Monument,paulhaguet monument
StopArea:OCE87409482,Vieille-Brioude,vieille brioude
StopArea:OCE87409490,Urcay Hôtel du Lyon d'Or,urcay h tel du lyon d or
StopArea:OCE87409524,Sainte-Florine Place François,sainte florine place fran ois
StopArea:OCE87409532,Sainte-Eugénie-de-Villeneuve,sainte eug nie de villeneuve
StopArea:OCE87409698,Saint-Eble,saint eble
StopArea:OCE87409763,Bois d'Oingt,bois d oingt
StopArea:OCE87409771,Létra Gabodière,l tra gabodi re
StopArea:OCE87411017,Rouen Rive Droite,rouen rive droite
StopArea:OCE87411173,Elbeuf - Saint-Aubin,elbeuf saint aubin
StopArea:OCE87411181,Tourville,tourville
StopArea:OCE87411207,Oissel,oissel
StopArea:OCE87411215,Saint-Étienne-du-Rouvray,saint atienne du rouvray
StopArea:OCE87411223,Sotteville,sotteville
StopArea:OCE87411249,Maromme,maromme
StopArea:OCE87411256,Malaunay - Le Houlme,malaunay le houlme
StopArea:OCE87411264,Barentin,barentin
StopArea:OCE87411272,Pavilly,pavilly
StopArea:OCE87411280,Motteville,motteville
StopArea:OCE87411439,Morgny,morgny
StopArea:OCE87411447,Longuerue - Vieux-Manoir,longuerue vieux manoir
StopArea:OCE87411454,Montérolier - Buchy,mont rolier buchy
StopArea:OCE87411462,Sommery,sommery
StopArea:OCE87411470,Serqueux,serqueux
StopArea:OCE87411801,Montville,montville
StopArea:OCE87411819,Clères,cl res
StopArea:OCE87413013,Le Havre,le havre
StopArea:OCE87413302,Harfleur,harfleur
StopArea:OCE87413310,Saint-Laurent - Gainneville,saint laurent gainneville
StopArea:OCE87413328,Étainhus - Saint-Romain,atainhus saint romain
StopArea:OCE87413344,Bréauté - Beuzeville,br aut beuzeville
StopArea:OCE87413377,Foucart - Alvimare,foucart alvimare
StopArea:OCE87413385,Yvetot,yvetot
StopArea:OCE87413542,Fécamp,f camp
StopArea:OCE87415018,Dieppe,dieppe
StopArea:OCE87415125,Saint-Aubin-sur-Scie,saint aubin sur scie
StopArea:OCE87415141,Longueville-sur-Scie,longueville sur scie
StopArea:OCE87415158,Auffay,auffay
StopArea:OCE87415166,Saint-Victor-l'Abbaye,saint victor l abbaye
StopArea:OCE87415323,Bourgtheroulde - Thuit-Hébert,bourgtheroulde thuit h bert
StopArea:OCE87415364,Brionne,brionne
StopArea:OCE87415604,Vernon - Giverny,vernon giverny
StopArea:OCE87415620,Gaillon - Aubevoye,gaillon aubevoye
StopArea:OCE87415661,Pont-de-l'Arche,pont de l arche
StopArea:OCE87415877,Val-de-Reuil,val de reuil
StopArea:OCE87415885,Rosny-sur-Seine,rosny sur seine
StopArea:OCE87415893,Bonnières,bonni res
StopArea:OCE87417444,Franchet d'Esperey,franchet d esperey
StopArea:OCE87417501,Lancey,lancey
StopArea:OCE87417808,Ajain,ajain
StopArea:OCE87417840,Montluçon LEM,montlu on lem
StopArea:OCE87417865,Eyrein,eyrein
StopArea:OCE87417881,Maussac le Poteau,maussac le poteau
StopArea:OCE87417907,Ussel Place Henri Queuille,ussel place henri queuille
StopArea:OCE87420414,Peaugres Déviation,peaugres d viation
StopArea:OCE87420430,Félines la Remise,f lines la remise
StopArea:OCE87420448,Sablons Pont de Sablons,sablons pont de sablons
StopArea:OCE87420489,St-Étienne-de-B Col d'Auriol,st atienne de b col d auriol
StopArea:OCE87420497,Privas Hôpital Sainte-Marie,privas h pital sainte marie
StopArea:OCE87420505,Rompon Fonts du Pouzin,rompon fonts du pouzin
StopArea:OCE87420836,Alba-la-Romaine Ruines Romaines,alba la romaine ruines romaines
StopArea:OCE87427393,Monnaie Jean-Baptiste Moreau,monnaie jean baptiste moreau
StopArea:OCE87429761,Auxon Route Nationale,auxon route nationale
StopArea:OCE87430785,Goderville,goderville
StopArea:OCE87437798,La Rochelle Porte Dauphine,la rochelle porte dauphine
StopArea:OCE87437806,Aytré Plage,aytr plage
StopArea:OCE87439554,Vitrolles Aéroport Marseille P,vitrolles a roport marseille p
StopArea:OCE87440016,La Fouillade,la fouillade
StopArea:OCE87442442,Montauban Prax Paris,montauban prax paris
StopArea:OCE87444000,Caen,caen
StopArea:OCE87444042,Bretteville - Norrey,bretteville norrey
StopArea:OCE87444059,Audrieu,audrieu
StopArea:OCE87444067,Bayeux,bayeux
StopArea:OCE87444083,Le Molay-Littry,le molay littry
StopArea:OCE87444182,Frénouville - Cagny,fr nouville cagny
StopArea:OCE87444190,Moult - Argences,moult argences
StopArea:OCE87444208,Mézidon - Canon,m zidon canon
StopArea:OCE87444216,Saint-Pierre-sur-Dives,saint pierre sur dives
StopArea:OCE87444265,Lisieux,lisieux
StopArea:OCE87444299,Bernay,bernay
StopArea:OCE87444315,Serquigny,serquigny
StopArea:OCE87444323,Le Grand Jardin,le grand jardin
StopArea:OCE87444349,Pont-l'Évêque,pont l av que
StopArea:OCE87444372,Trouville - Deauville,trouville deauville
StopArea:OCE87444380,Blonville-sur-Mer - Benerville,blonville sur mer benerville
StopArea:OCE87444398,Villers-sur-Mer,villers sur mer
StopArea:OCE87444406,Houlgate,houlgate
StopArea:OCE87444414,Dives - Cabourg,dives cabourg
StopArea:OCE87444539,Argentan,argentan
StopArea:OCE87444562,Surdon,surdon
StopArea:OCE87444604,Sainte-Gauburge,sainte gauburge
StopArea:OCE87444638,L'Aigle,l aigle
StopArea:OCE87444695,Sées,s es
StopArea:OCE87444711,Alençon,alen on
StopArea:OCE87444877,Cherbourg,cherbourg
StopArea:OCE87446179,Saint-Cyprien Arènes,saint cyprien ar nes
StopArea:OCE87447003,Saint-Lô,saint l
StopArea:OCE87447110,Coutances,coutances
StopArea:OCE87447219,Lison,lison
StopArea:OCE87447243,Carentan,carentan
StopArea:OCE87447284,Valognes,valognes
StopArea:OCE87447649,Folligny,folligny
StopArea:OCE87447680,Granville,granville
StopArea:OCE87447698,Villedieu-les-Poêles,villedieu les po les
StopArea:OCE87448001,Flers,flers
StopArea:OCE87448084,Briouze,briouze
StopArea:OCE87448159,Vire,vire
StopArea:OCE87448514,Avranches,avranches
StopArea:OCE87450064,Meymac Bourg,meymac bourg
StopArea:OCE87450874,Grèzes Séverac-l'Eglise,gr zes s verac l eglise
StopArea:OCE87453654,Costaros,costaros
StopArea:OCE87453670,Pradelles,pradelles
StopArea:OCE87455006,Montgaillard,montgaillard
StopArea:OCE87458810,Buzy Rue d'Etain,buzy rue d etain
StopArea:OCE87458828,Étain Centre,atain centre
StopArea:OCE87458836,Verdun la Tour du Champ,verdun la tour du champ
StopArea:OCE87458869,Neufchâteau Lycée Professionnel,neufch teau lyc e professionnel
StopArea:OCE87462085,Chamonix Aiguille du Midi,chamonix aiguille du midi
StopArea:OCE87462390,Fleurance Gendarmerie,fleurance gendarmerie
StopArea:OCE87462796,Saint-Sauvy,saint sauvy
StopArea:OCE87462812,Gimat Salle des Fetes,gimat salle des fetes
StopArea:OCE87462820,Bourret les Gourdis,bourret les gourdis
StopArea:OCE87462960,Cholet Hôtel de Ville,cholet h tel de ville
StopArea:OCE87463083,Nantes Pirmil,nantes pirmil
StopArea:OCE87463125,Sainte-Pazanne rue du Vigneau,sainte pazanne rue du vigneau
StopArea:OCE87471003,Rennes,rennes
StopArea:OCE87471029,Vern,vern
StopArea:OCE87471037,Bruz,bruz
StopArea:OCE87471045,Betton,betton
StopArea:OCE87471052,Saint-Jacques-de-la-Lande,saint jacques de la lande
StopArea:OCE87471060,L'Hermitage - Mordelles,l hermitage mordelles
StopArea:OCE87471078,Montfort-sur-Meu,montfort sur meu
StopArea:OCE87471086,Montauban-de-Bretagne,montauban de bretagne
StopArea:OCE87471094,La Brohinière,la brohini re
StopArea:OCE87471102,Breteil,breteil
StopArea:OCE87471144,Laillé,laill
StopArea:OCE87471151,Guichen - Bourg-des-Comptes,guichen bourg des comptes
StopArea:OCE87471169,Saint-Senoux - Pléchâtel,saint senoux pl ch tel
